sentiment_coeff,sentence,sentiment,sentiment_rate
"[7.496338617675973, 7.496338617675973, 7.496338617675973, 7.496338617675973, 4.305255886038621]",fire fire fire fire semangat,1,6.858122071348502
"[7.7343958662070085, 20.400002087964094]",menunggu kuota,1,14.067198977085551
"[2.320525525920986, 7.496338617675973]",gokil fire,1,4.9084320717984795
"[4.557064899424004, 4.557064899424004, 4.557064899424004, 0, 0]",po po po power rangerrrr,1,2.7342389396544027
"[4.156063329617791, 7.426086858464288, 21.743351687956963, 14.733252144536689, 0, 0, 10.548506411991664]",yah zoom nya gak versi berbayar sedih,1,8.372465776081057
"[1.2117719386785952, 1.4126650161494143]",marufi nuryan,1,1.3122184774140049
"[1.8871037774193893, -1.047215376056006]",anjay mabar,1,0.4199442006816917
"[11.243059064742193, 13.412408982061725, 11.243059064742193, 13.412408982061725]",thumbs up thumbs up,1,12.327734023401959
"[11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006]",red heart red heart,1,12.31635713179157
"[3.623846127489215, 0, 10.366388211083422, 11.36995745453599]",upi kalii bukan ui,1,6.340047948277157
"[24.60614524637703, 20.400002087964094, 24.60614524637703]",pak kuota pak,1,23.20409752690605
"[7.496338617675973, 7.496338617675973, 7.496338617675973, 7.496338617675973, 4.305255886038621]",fire fire fire fire semangat,1,6.858122071348502
"[7.7343958662070085, 20.400002087964094]",menunggu kuota,1,14.067198977085551
"[16.077804316996474, 28.038398044701818, 0, 6.326302586245171, 0, 10.58107135381118, 20.819783390900547, 25.670098798085004, 6.326302586245171, 16.435238362475104, 14.588722296244185, 25.670098798085004, 0, 21.743351687956963, 22.663867830218088, 0, 0, 20.125481828339538, 23.11647120433754, 0]",min saya barusan bayar pin saat sudah di bayar kok malah di web nya belum melakukan pembayaran ya mohon bantuannya,1,12.90914965423209
"[16.077804316996474, 16.424541165590494, 20.400002087964094, 21.743351687956963, 16.435238362475104, 8.833489733246774, 5.046865778737816, 20.125481828339538, 13.464566986850604]",min subsidi kuota nya kok blm masuk ya hehe,1,15.394593549795315
"[11.243059064742193, 13.412408982061725, 11.243059064742193, 13.412408982061725, 11.243059064742193, 13.412408982061725, 11.243059064742193, 13.412408982061725]",thumbs up thumbs up thumbs up thumbs up,1,12.327734023401959
"[2.5039263077193943, 9.850226794727364, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266]",keren bgt smiling face with heart eyes,1,14.15210508572726
"[0, 0, 4.5223570708637855, 0, 0, 0, 0]",laa hawla wa laa quwwata illaa billaah,1,0.6460510101233979
"[0, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266]",kereeennn smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes,1,16.516301428122677
"[-1.1032662782861085, 2.5039263077193943, 0]",masyaallah keren sekalii,1,0.46688667647776194
[0],merinding,0,0.0
"[12.688344600412018, 14.733252144536689, 6.269957549106097, 1.4127859027114182, 0, 11.028211314521638, 0, 0, 0, 0]",rasa gak cocok n adab euy hati2 nyanyiin asmaul husna,1,4.613255151128786
"[0, 8.992201925714136, 0]",salut terus mendunia,1,2.997400641904712
[7.496338617675973],fire,1,7.496338617675973
"[0, 7.887038470118933, 10.635766797754151, 0]",spectacular hundred points collision,1,4.6307013169682705
"[6.812797508031863, 23.949859845910467]",relieved face,1,15.381328676971165
"[2.2253941804678083, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006]",luv red heart red heart red heart red heart red heart,1,11.39899686348941
"[0, 28.86007692205497, 26.474804430584268, 19.891639781166845, 0, 5.829059277440348, 0, 13.811511003396197, 7.7022372451463035, 25.670098798085004, 0, 13.464566986850604, 0]",agama yg kita semua peluk pelajaran bertoleransi itu selalu di ajarkan hehe sunflower,1,10.90030726497881
"[22.88279881445002, 2.59987800119642, 0]",ada lo gasi,1,8.49422560521548
"[-1.1032662782861085, 22.644803515935426, 19.991453332194787, 23.949859845910467, 22.644803515935426, 19.991453332194787, 23.949859845910467]",masyaallah loudly crying face loudly crying face,1,18.866995301399324
"[0, 24.833945697115738, 27.183898312779764, 0, 11.623842032228026, 0, 0, 28.86007692205497, 22.88279881445002, 25.670098798085004, 0, 13.464566986850604, 23.224061849289537, 11.623842032228026, 7.179746413221072, 12.786423097001768, 8.429576033808777, 9.390502779574746, 23.949859845910467, 23.611044010781132, 15.225630841782104, 14.599676595500178, 11.652775888603351]",menurutku lebih baik stylenya kayak asmaul husna yg ada di yutub hehe kalau kayak gini jadi lain soalnya face with tears of joy,1,13.747494215272404
"[0, 7.496338617675973, 2.5039263077193943, 7.496338617675973]",subhanallah fire keren fire,1,4.374150885767835
"[-1.0333690963314264, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266]",kerennn smiling face with heart eyes,1,14.279535566885441
"[7.887038470118933, 10.635766797754151, 7.887038470118933, 10.635766797754151, 7.887038470118933, 10.635766797754151]",hundred points hundred points hundred points,1,9.261402633936541
"[22.88279881445002, 11.574386030355013, 0, 20.793529754531342, 0, 28.86007692205497, 0, 27.03235144753129, 2.5039263077193943]",ada anak ldk atau bm yg blg ini keren,1,12.627452141849114
"[2.2253941804678083, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006, 11.335749165769135, 13.296965097814006]",luv red heart red heart red heart red heart red heart,1,11.39899686348941
"[0, 28.86007692205497, 26.474804430584268, 19.891639781166845, 0, 5.829059277440348, 0, 13.811511003396197, 7.7022372451463035, 25.670098798085004, 0, 13.464566986850604, 0]",agama yg kita semua peluk pelajaran bertoleransi itu selalu di ajarkan hehe sunflower,1,10.90030726497881
"[22.88279881445002, 2.59987800119642, 0]",ada lo gasi,1,8.49422560521548
"[-1.1032662782861085, 22.644803515935426, 19.991453332194787, 23.949859845910467, 22.644803515935426, 19.991453332194787, 23.949859845910467]",masyaallah loudly crying face loudly crying face,1,18.866995301399324
"[2.5039263077193943, 12.612567376949887, 14.680569555216598, 6.671322824707636]",keren kan kampus gua,1,9.11709651614838
"[11.335749165769135, 13.296965097814006]",red heart,1,12.31635713179157
"[5.189478656293948, 15.154276198608368, 16.077804316996474]",mauu dong min,1,12.140519723966264
"[0, 7.942578836744124, 2.5039263077193943, 11.292989608695082, 6.469985573751192, 7.887038470118933, 10.635766797754151]",calon kampusku keren banget emang hundred points,1,6.6760407992546975
"[0, 23.949859845910467]",thinking face,1,11.974929922955234
"[7.881503714944862, 18.79709499312352, 6.513629406672832, 11.314716203429274, 21.204059676660677]",kurang banyak lah sekelas telkom,1,13.142200798966233
"[0, 7.7481920935928, 9.85709449509632, 0, 20.125481828339538]",100 berarti 2 box ya,1,7.5461536834057314
"[3.3565079204002117, 0, 18.96129084884488, 9.720037925357095, 22.88279881445002, 28.86007692205497, 1.4845550215934118, 25.670098798085004, 0]",mantap inovasinya udah sampe ada yg jual di alibaba,1,12.326151805642844
"[19.239648878279354, 6.7024330298681125, 6.566534522643916, 17.087558738518734, 13.437775686321087, 16.16680262924563, 0, 27.72594088605488, 12.207052256418107, 0, 9.399850865567632, 20.125481828339538, 13.464566986850604]",semoga makin sukses jangan lupa kasih promo untuk tiap mhs telyu ya hehe,1,12.471049716008277
"[2.5039263077193943, 12.612567376949887, 14.680569555216598, 6.671322824707636]",keren kan kampus gua,1,9.11709651614838
"[11.335749165769135, 13.296965097814006]",red heart,1,12.31635713179157
"[5.189478656293948, 15.154276198608368, 16.077804316996474]",mauu dong min,1,12.140519723966264
"[16.077804316996474, 8.444716662454697, 2.393780968324767, 0, 21.743351687956963, 8.330681591204891, 20.125481828339538]",min cara input pin nya gmn ya,1,11.016545293611047
"[6.269957549106097, 10.551355744638256]",cocok nih,1,8.410656646872177
"[7.75550262385769, 10.551355744638256, 16.424541165590494, 1.2864832563701658, 15.879250785867304, 0, 10.794382805561996, 10.375484016709349, 9.531793314765572, 17.17747863040405, 14.239074539068866]",mana nih subsidi internetnya ga dapet2 katanya tgl 8 folded hands,1,10.365031534803068
"[10.9360398726983, 16.424541165590494, 20.400002087964094, 21.743351687956963, 5.2703060756865705, 8.391132175807105, 21.743351687956963, 16.077804316996474]",punten subsidi kuota nya kapan cair nya min,1,15.123316133832121
"[16.077804316996474, 12.661551932189285, 4.2730516619508, 6.166762303339826, 10.162859133519266, 15.879250785867304]",min boleh baca dm aku ga,1,10.870213355643825
"[1.6203365066662516, 0, 0, 15.879250785867304]",s kol berminat ga,1,4.374896823133389
"[16.077804316996474, 7.480369225061277, 0, 22.69505775487729, 6.65342551418175, 3.9858831841539217, 22.34959285909023, 3.757439821283235, 9.125920892846773, 0, 25.670098798085004]",min kenapa nggak bisa upload foto buat bikin data diri di,1,10.70869021514327
[8.67479551880497],a,1,8.67479551880497
"[20.400002087964094, 7.75550262385769, 3.0809086337032143, 23.949859845910467, 23.611044010781132, 15.225630841782104, 14.599676595500178, 11.652775888603351]",kuota mana kakak face with tears of joy,1,15.034425066012778
"[16.424541165590494, 20.400002087964094, 8.280586368627068, 9.720037925357095, 7.75550262385769, 12.052821119479336, 16.077804316996474]",subsidi kuota dah sampe mana yaa min,1,12.958756515410323
"[6.326302586245171, 15.879250785867304, 16.077804316996474]",bayar ga min,1,12.761119229702985
"[8.438466685735833, 5.958419462765267, 6.326302586245171, 10.069865074652416]",nah tuh bayar teu,1,7.698263452349671
"[18.625075153696326, 10.902334670101986, 2.436371903676394]",dpt tak g,1,10.654593909158235
"[9.225988045974491, 21.743351687956963, 13.107410512953546, 14.471959525456256, 20.26930560506881, 0, 12.344022635368287, 16.077804316996474]",beda nya sama beasiswa jalur rapot apa min,1,13.404980291221854
"[25.284310090541325, 0, 0]",mau ikuutt ahh,1,8.428103363513776
"[0, 28.038398044701818, 25.284310090541325, 7.218059321205027, 28.038398044701818, 12.612567376949887, 10.751109273674242, 14.471959525456256, 21.204059676660677, 20.26930560506881, 0, 8.438466685735833, 5.171675318863223, 0, 12.308304298792413, 8.20219305454699, 12.764168289223079, 0, 28.038398044701818, 5.829059277440348, 8.20219305454699, 20.381504951756035, 22.88279881445002, 25.670098798085004, 14.815724753061126, 14.040322036412752, 9.85709449509632, 20.819146806675157, 14.815724753061126, 0, 21.054195874878666, 22.88279881445002, 5.829059277440348, 8.20219305454699, 17.1511958226694, 8.444716662454697, 28.038398044701818, 0, 28.038398044701818, 0, 12.308304298792413, 0, 14.588722296244185, 22.88279881445002, 0, 11.782091718469255, 0]",asslamualaikum saya mau bertanya saya kan ikut beasiswa telkom jalur rapot nah disitu tertera nilai fisika sedangkan dirapot saya pelajaran fisika hanya ada di semester 1 2 saja semester seterusnya tidak ada pelajaran fisika bagaimana cara saya mengisinya saya kosongkan nilai fisikanya malah ada tulisan harus diisi,1,12.794210917344847
"[0, 0]",yukk ikuttt,0,0.0
"[0, 0, 15.660432547051537]",x mark dulu,1,5.220144182350512
"[14.733252144536689, 22.69505775487729, 27.39853095151287, 6.267051866427909, 21.743351687956963, 16.077804316996474]",gak bisa ke link nya min,1,18.1525081203847
"[13.811511003396197, 22.34959285909023, 21.04566292176771, 21.204059676660677, 21.967258484815744, 20.125481828339538, 16.077804316996474]",itu buat mahasiswa telkom aja ya min,1,19.51162444158094
"[16.077804316996474, 27.03235144753129, 8.072602134264274, 0, 20.793529754531342, 12.661551932189285, 0, 8.429576033808777, 12.332323143082228]",min ini khusus karir atau boleh konseling lain jg,1,11.711082084711519
"[7.426086858464288, 22.88279881445002, 0, 0, 0, 9.125920892846773, 0]",zoom ada leak helo hati2 data bocor,1,5.633543795108726
"[6.326302586245171, 15.879250785867304, 16.077804316996474]",bayar ga min,1,12.761119229702985
"[8.438466685735833, 5.958419462765267, 6.326302586245171, 10.069865074652416]",nah tuh bayar teu,1,7.698263452349671
"[10.9360398726983, 25.284310090541325, 7.218059321205027, 19.73464604255086, 21.204059676660677, 8.018354496917027, 21.054195874878666, 22.88279881445002, 16.424541165590494, 20.400002087964094, 27.72594088605488, 21.04566292176771, 15.350085281849346, 16.16680262924563]",punten mau bertanya apakah telkom university tidak ada subsidi kuota untuk mahasiswa terima kasih,1,18.103249940169572
"[20.821548799198307, 20.442424596227387, 8.876679450391974, 20.400002087964094, 0, 10.192162144895043, 22.88279881445002, 0, 8.072602134264274, 11.457484348113473, 5.578419537099986, 20.793529754531342, 12.344022635368287, 22.34959285909023, 13.896550184672785, 4.845671801316723, 13.365298849570287, 20.821548799198307, 18.442847059281977, 26.474804430584268, 11.050762305415656, 5.556631642024532, 22.34959285909023, 0, 21.04566292176771]",kuliah online butuh kuota tolonglah minimal ada insentif khusus paket indihome atau apa buat gitu mendukung proses kuliah bpp kita tolong dimanfaatkan buat kepentingan mahasiswa,1,13.682425520580676
"[17.030621719722305, 19.826683780469835, 22.34959285909023, 7.449619062925768, 16.560687222281228, 15.182152179983506, 9.597601394467583, 0, 16.424541165590494, 20.400002087964094, 18.96129084884488, 15.879250785867304, 22.88279881445002, 12.237001602496074, 18.442847059281977, 26.042514327529393, 0, 18.79709499312352, 10.478953291468258, 20.400002087964094, 0, 10.672021096785189, 0, 14.588722296244185, 10.672021096785189]",dari pada buat check in begini mending obrolin subsidi kuota udah ga ada potongan bpp tugas numpuk banyak bener kuota borosbukannya nambah pinter malah nambah,1,13.795040790933406
"[16.424541165590494, 1.2864832563701658, 7.75550262385769, 10.551355744638256]",subsidi internetnya mana nih,1,9.00447069761415
"[10.9360398726983, 25.284310090541325, 7.218059321205027, 19.73464604255086, 21.204059676660677, 8.018354496917027, 21.054195874878666, 22.88279881445002, 16.424541165590494, 20.400002087964094, 27.72594088605488, 21.04566292176771, 15.350085281849346, 16.16680262924563]",punten mau bertanya apakah telkom university tidak ada subsidi kuota untuk mahasiswa terima kasih,1,18.103249940169572
"[20.821548799198307, 20.442424596227387, 8.876679450391974, 20.400002087964094, 0, 10.192162144895043, 22.88279881445002, 0, 8.072602134264274, 11.457484348113473, 5.578419537099986, 20.793529754531342, 12.344022635368287, 22.34959285909023, 13.896550184672785, 4.845671801316723, 13.365298849570287, 20.821548799198307, 18.442847059281977, 26.474804430584268, 11.050762305415656, 5.556631642024532, 22.34959285909023, 0, 21.04566292176771]",kuliah online butuh kuota tolonglah minimal ada insentif khusus paket indihome atau apa buat gitu mendukung proses kuliah bpp kita tolong dimanfaatkan buat kepentingan mahasiswa,1,13.682425520580676
"[17.030621719722305, 19.826683780469835, 22.34959285909023, 7.449619062925768, 16.560687222281228, 15.182152179983506, 9.597601394467583, 0, 16.424541165590494, 20.400002087964094, 18.96129084884488, 15.879250785867304, 22.88279881445002, 12.237001602496074, 18.442847059281977, 26.042514327529393, 0, 18.79709499312352, 10.478953291468258, 20.400002087964094, 0, 10.672021096785189, 0, 14.588722296244185, 10.672021096785189]",dari pada buat check in begini mending obrolin subsidi kuota udah ga ada potongan bpp tugas numpuk banyak bener kuota borosbukannya nambah pinter malah nambah,1,13.795040790933406
"[16.424541165590494, 1.2864832563701658, 7.75550262385769, 10.551355744638256]",subsidi internetnya mana nih,1,9.00447069761415
"[8.438466685735833, 7.179746413221072, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266]",nah gini smiling face with heart eyes,1,14.618399370942996
"[0, 0, 0, 0, 0]",bcs jesus died for us,0,0.0
"[3.854043892199398, 16.077804316996474, 17.17747863040405, 14.239074539068866]",makasih min folded hands,1,12.837100344667196
"[15.350085281849346, 16.16680262924563, 8.16500003889718, 17.17747863040405, 14.239074539068866, 19.239648878279354, 5.151073555178361, 0, 3.2991441938206263]",terima kasih admin folded hands semoga tuhan memberkati bahagia,1,10.976478638527047
"[12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266]",smiling face with heart eyes,1,17.342116499528814
"[0, 0]",god bless,0,0.0
"[17.17747863040405, 14.239074539068866]",folded hands,1,15.708276584736458
"[16.424541165590494, 20.400002087964094, 21.743351687956963, 5.320997166267069]",subsidi kuota nya ka,1,15.972223026944656
"[4.186068919411345, 3.7310697819415335, 8.16500003889718, 17.17747863040405, 14.239074539068866]",thank you admin folded hands,1,9.499738381944596
"[10.9360398726983, 28.038398044701818, 0, 4.419059533412175, 9.01261759507882, 0, 16.424541165590494, 7.694372766590685, 5.320997166267069, 17.567245391306468, 9.720037925357095, 7.75550262385769, 20.125481828339538]",punten saya mo minta no resi subsidi kuotanya ka udh sampe mana ya,1,10.539561070246167
"[8.342834701255844, 21.204059676660677, 8.018354496917027, 12.108888315131194, 23.949859845910467, 23.611044010781132, 12.108888315131194, 13.743825228007266, 17.17747863040405, 14.239074539068866, 12.108888315131194, 23.949859845910467, 23.611044010781132, 12.108888315131194, 13.743825228007266, 17.17747863040405, 14.239074539068866]",terimakasih telkom university smiling face with smiling eyes folded hands smiling face with smiling eyes folded hands,1,15.96725686139423
"[8.16500003889718, 10.969740505347822, 6.65342551418175, 0, 29.67113496319793, 18.96129084884488, 22.88279881445002, 9.114679479800547, 0, 16.435238362475104, 0, 0, 20.125481828339538, 14.558227387131536, 20.819783390900547, 6.65342551418175, 3.9858831841539217]",admin pas upload berkas dan udah ada kartu peserta kok gada fotonya ya padahal sudah upload foto,1,11.11741822540603
"[20.400002087964094, 2.664164772016315, 3.0809086337032143, 23.949859845910467, 23.611044010781132, 15.225630841782104, 14.599676595500178, 11.652775888603351]",kuota gimna kakak face with tears of joy,1,14.398007834532606
"[0, 27.72594088605488, 0, 0, 12.308304298792413, 0, 23.224061849289537, 6.850969917193861, 5.779257572946892, 6.613713456820201, 8.330681591204891, 20.125481828339538, 11.590638806477926, 0, 28.038398044701818, 6.850969917193861, 0, 0, 11.9179649275084, 9.331398626875435, 14.815724753061126, 10.290604962503886, 0, 27.39853095151287, 0]",permisi untuk pengupload an nilai rapotnya kalau pernah ganti program gmn ya karna awalnya saya pernah diprogram ipa selama satu semester sebelum pindah ke bahasa,1,9.247705695619102
"[0, 0, 1.5652072611756849, 0, 21.743351687956963, 0]",tas kecil khas bojongsoang nya kaka,1,3.8847598248554416
"[7.694372766590685, 7.75550262385769, 27.03235144753129, 6.303114177397782, 12.637010979439866]",kuotanya mana ini keburu uas,1,12.284470398963462
"[0, 7.173973894207809, 6.743715527524135, 6.812797508031863, 23.949859845910467]",qwota sad but relieved face,1,8.936069355134855
"[21.204059676660677, 0, 0, 20.223691517441853, 13.931538421954992, 13.901446873578898, 15.8816602641892, 15.702596867252138]",telkom kang ngeprank rolling on the floor laughing,1,12.605624202634719
"[3.016673803337773, 0, 9.399850865567632, 5.2703060756865705, 20.125481828339538, 0, 14.76785330469702]",sekedar mengingatkan telyu kapan ya ngirim subsidinya,1,7.511452268232648
"[0, 20.400002087964094, 6.041688577216262, 16.311039179979446, 0, 2.705594239505701]",aduhh kuota abis pun10 telyuu ((,1,7.576387347444251
"[10.9360398726983, 20.400002087964094, 21.743351687956963, 17.567245391306468, 9.720037925357095, 7.75550262385769, 13.6524301328229]",punten kuota nya udh sampe mana kak,1,14.539229960280503
"[10.319644234255117, 4.936681767844157, 19.239648878279354, 2.824469826181061, 0, 26.474804430584268, 19.891639781166845, 7.535274406638298, 0, 0, 0, 15.194213421410685, 0, 26.474804430584268, 28.347989528796663, 7.881503714944862, 7.535274406638298, 2.824469826181061, 0, 0, 18.832596729223045, 0, 28.347989528796663, 0, 0]",assalamualaikum alhamdulillah semoga allah melindungi kita semua sehat wal afiat terkhusus bagi keluarga kita yang kurang sehat allah memberikan kesembuhan dengan kesembuhan yang sempurna *wassalamualaikum*,1,9.066440196460986
"[23.11647120433754, 12.499301157771926, 23.557310129908487, 22.88279881445002, 0, 0, 5.171675318863223, 19.239648878279354, 21.054195874878666, 0, 0, 17.030621719722305, 0, 0, 17.17747863040405, 14.239074539068866]",mohon maaf juga ada grammatical error disitu semoga tidak mengurangi fungsi dari alat tsb folded hands,1,10.998036016730277
[0],kualitas,0,0.0
"[0, 0]",baarakallahu fiikum,0,0.0
"[2.5039263077193943, 11.243059064742193, 13.412408982061725, 0, 0, 0, 23.557310129908487, 15.154276198608368, 13.6524301328229, 0]",keren thumbs up rsud al ihsan juga dong kak hhe,1,7.952341081586307
"[0, 11.081765679534431, 0, 0, 3.740393686889691]",automatic hand washing machine kah,1,2.9644318732848243
"[5.087892595223034, 3.33329694820374, 3.389964313373189]",proud high voltage,1,3.937051285599988
"[7.75550262385769, 7.694372766590685]",mana kuotanya,1,7.724937695224187
"[2.5146097922984945, 13.901446873578898, 2.051351043981204, 3.33329694820374, 3.389964313373189]",lead the way high voltage,1,5.038133794287104
"[2.5146097922984945, 13.901446873578898, 2.051351043981204, 3.33329694820374, 3.389964313373189]",lead the way high voltage,1,5.038133794287104
"[2.2068027198200686, 10.132092299437364, 28.86007692205497, 7.179746413221072, 10.132092299437364]",suka ni yg gini ni,1,11.702162130794168
"[0, 0, 0, 0, 0]",show us how it works,0,0.0
"[20.400002087964094, 15.660432547051537, 0, 7.823599427861093, 27.03235144753129, 0]",kuota dulu urusin gmna ini wey,1,11.819397585068003
[4.536158412428656],bangga,1,4.536158412428656
"[3.3565079204002117, 11.243059064742193, 13.412408982061725]",mantap thumbs up,1,9.337325322401377
"[0, 0, 0, 3.33329694820374, 3.389964313373189, 3.33329694820374, 3.389964313373189]",let's go boys high voltage high voltage,1,1.9209317890219797
"[3.2298676437324865, 14.239074539068866, 3.2298676437324865, 14.239074539068866]",clapping hands clapping hands,1,8.734471091400676
"[2.8259716405307937, 2.5039263077193943, 3.2298676437324865, 14.239074539068866, 19.187545053085326, 15.858788282581123, 21.701713341458348]",kalian keren clapping hands light skin tone,1,11.36384097259662
"[17.17747863040405, 14.239074539068866, 17.17747863040405, 14.239074539068866]",folded hands folded hands,1,15.708276584736458
[1.4069826512208128],mantep,1,1.4069826512208128
"[7.694372766590685, 22.663867830218088, 5.046865778737816, 20.125481828339538, 16.077804316996474, 20.793529754531342, 8.791752838354096]",kuotanya belum masuk ya min atau gimana,1,14.456239301966862
"[5.087892595223034, 3.2298676437324865, 14.239074539068866]",proud clapping hands,1,7.518944926008129
"[0, 8.961043331756029, 27.03235144753129, 28.86007692205497, 22.34959285909023, 10.132092299437364, 0]",ha pasti ini yg buat ni hussyaini,1,13.90502240855284
"[14.788501147829427, 0, 0, 0, 0, 20.819146806675157, 0, 0, 9.54110520646235, 3.999863239625364, 0, 0, 6.668485919890897]",langsung ciptakan dlu lgi pintunkemana saja bg man biar bsa cepat kemana2 wkwk,1,4.293623255421784
"[7.496338617675973, 7.496338617675973, 7.496338617675973, 7.496338617675973, 7.496338617675973, 0, 23.949859845910467]",fire fire fire fire fire tiger face,1,8.775936133470047
"[0, 11.081765679534431, 0, 0, 0]",mungkin hand washing machine maksudnya,1,2.2163531359068864
[0],kualitas,0,0.0
"[7.496338617675973, 7.496338617675973, 7.496338617675973, 7.496338617675973]",fire fire fire fire,1,7.496338617675973
"[2.5146097922984945, 13.901446873578898, 2.051351043981204, 7.496338617675973]",lead the way fire,1,6.490936581883642
[0],mantaaaaapppp,0,0.0
"[0, 0, 0, 0, 0, 0, 11.335749165769135, 13.296965097814006]",talk less do more salam elektro red heart,1,3.0790892829478924
"[0, 2.5146097922984945, 13.901446873578898, 2.051351043981204, 3.33329694820374, 3.389964313373189]",elektro lead the way high voltage,1,4.198444828572587
[0],nice,0,0.0
"[0, 12.344022635368287, 13.811511003396197, 0, 0, 23.949859845910467, 23.611044010781132, 15.225630841782104, 14.599676595500178, 11.652775888603351]",kalung apa itu bg man face with tears of joy,1,11.51945208213417
"[0, 0]",raised fist,0,0.0
"[0, 7.496338617675973]",goks fire,1,3.7481693088379866
[0],kereennn,0,0.0
"[0, 3.9203783371872665, 0, 20.125481828339538]",ilmuwan kali rupanya ya,1,6.011465041381701
"[0, 22.88279881445002, 0]",wehh ada babang,1,7.627599604816673
[4.3396585213233365],mantab,1,4.3396585213233365
[5.087892595223034],proud,1,5.087892595223034
[0],mantappppp,0,0.0
[1.4287702420477997],mantapp,1,1.4287702420477997
"[4.089886671560835, 11.243059064742193, 13.412408982061725, 11.243059064742193, 13.412408982061725, 11.243059064742193, 13.412408982061725]",kereen thumbs up thumbs up thumbs up,1,11.150898687424656
[1.4287702420477997],mantapp,1,1.4287702420477997
[0],kereeeeeen,0,0.0
"[0, 7.496338617675973, 7.496338617675973]",sedeeepp fire fire,1,4.9975590784506485
"[12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266, 12.108888315131194, 23.949859845910467, 23.611044010781132, 13.296965097814006, 13.743825228007266]",smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes,1,17.342116499528814
"[4.3396585213233365, 11.243059064742193, 13.412408982061725, 11.243059064742193, 13.412408982061725]",mantab thumbs up thumbs up,1,10.730118922986234
"[6.462220161670616, 0, 0, 13.901446873578898, 0]",fte together nurturing the future,1,4.072733407049903
"[25.670098798085004, 0, 22.69505775487729, 7.7591151141393695, 0, 5.78824689148804, 3.740393686889691]",di klinik bisa cek positive/negative corona kah,1,9.378987463639913
"[27.72594088605488, 27.058805467637313, 28.347989528796663, 25.670098798085004, 25.227268328023893, 8.300933538558617, 0, 0, 11.081765679534431, 10.43651008848512, 20.793529754531342, 9.593223208690103, 8.391132175807105, 27.72594088605488, 7.615424438356423, 12.063187714586928, 0]",untuk kami yang di luar gedung (kawasan) mendapatkan hand sanitizer atau sabun cair untuk cuci tangan darmawan2505,1,14.707750029011924
"[13.811511003396197, 10.969740505347822, 0, 0, 0, 21.743351687956963, 20.125481828339538, 0, 8.227668688888146, 15.154276198608368, 0, 21.204059676660677, 6.147747158135116, 5.779257572946892, 0, 21.743351687956963, 11.66650972045176, 16.160470069993472, 0, 20.793529754531342, 16.160470069993472, 0, 0]",itu pas trakir nutup keran nya ya kotor lg dong kayanya telkom kudu ganti kran nya deh pake sensor atau pake keran injek,1,9.116844592313335
"[16.077804316996474, 13.811511003396197, 10.290604962503886, 7.615424438356423, 12.063187714586928, 2.9710493864656007, 0, 1.8329823448648737, 29.67113496319793, 0, 7.456935867061381]",min itu sebelum cuci tangan gausah pegang muka dan rambut (,1,9.253694090675426
"[21.204059676660677, 0, 0, 15.154276198608368, 22.34959285909023, 28.86007692205497, 25.670098798085004, 25.227268328023893, 0, 21.204059676660677, 27.058805467637313, 28.86007692205497, 11.574386030355013, 8.275014713285497, 3.199006819069899, 0]",telkom bagi2 handsynitizer dong buat yg di luar area telkom kami yg anak kos kesusahan carinya,1,14.914795150724157
[1.218629676827362],mantapss,1,1.218629676827362
"[16.077804316996474, 1.8447153373147516, 15.879250785867304, 19.631223214790968, 0, 0, 10.969740505347822, 0, 12.063187714586928]",min kerannya ga perlu dibiarin kebuka pas gosok2 tangan,1,8.496213541656028
"[6.041688577216262, 7.615424438356423, 12.063187714586928, 20.462859342017907, 0, 16.160470069993472, 0, 0, 21.967258484815744, 20.125481828339538, 6.836889060375294, 9.331398626875435, 0, 21.967258484815744, 12.00761735309502, 0, 0, 23.949859845910467]",abis cuci tangan kalo ngeringin pake tisu secukupnya aja ya guys satu lembar aja cukup koo winking face,1,9.918299657022125
[0],l,0,0.0
